Index,SPY,TLT,GLD,VXX,DBC
2011-11-10,102.963372352,92.0495037499,171.14,11642.88,27.0848011267
2011-11-11,104.901389495,91.4878403977,173.96,11146.24,27.3471001333
2011-11-14,103.90753455,92.9592401655,173.2,11422.72,27.0556567926
2011-11-15,104.421026272,92.8326681425,173.36,11297.28,27.2499523531
2011-11-16,102.764601362,93.6791185465,171.51,11850.24,27.1819489069
2011-11-17,101.133022827,94.4306399332,167.1,12400.64,26.5504883355
2011-11-18,101.025355208,94.4069076789,167.62,12003.84,26.5116292234
2011-11-21,99.1039023133,94.9685710311,163.5,12170.24,26.3173336629
2011-11-22,98.7146424596,96.028611724,165.31,11883.52,26.4921996673
2011-11-23,96.5364437041,96.9699911453,164.83,12441.6,26.0938937684
2011-11-25,96.3542369641,95.5618773891,163.4,12595.2,25.8801686519
2011-11-28,99.145312936,95.5144128804,166.63,11985.92,26.2007563267
2011-11-29,99.4269051705,94.7312484879,166.88,11745.28,26.5407735574
2011-11-30,103.518274696,93.2519379687,170.13,10703.36,26.8516464542
2011-12-01,103.501710447,92.7850731064,169.63,10449.92,26.7496412849
2011-12-02,103.410607077,94.0856501995,169.82,10442.24,26.9876533465
2011-12-05,104.536976015,93.8953218444,167.32,10416.64,26.8419316761
2011-12-06,104.570104513,92.9991925059,168.18,10378.24,26.9876533465
2011-12-07,104.959364367,93.3322671273,169.4,10682.88,26.7544986739
2011-12-08,102.656933743,94.4980283022,165.976,11189.76,26.4144814431
2011-12-09,104.396179898,92.5550930107,166.4,10396.16,26.5116292234
2011-12-12,102.872268982,93.5860382674,161.99,10449.92,26.1716119926
2011-12-13,101.911542534,94.4583765616,158.45,10396.16,26.2784745508
2011-12-14,100.826584219,96.2427048906,152.89,10437.12,25.3458558607
2011-12-15,101.190997699,95.8858392248,152.33,10019.84,25.2195637464
2011-12-16,101.340183608,97.0040183109,155.23,9984,25.4235740849
2011-12-19,100.256687937,98.2332222709,154.87,9879.04,25.3069967486
2011-12-20,103.290475817,95.7827446991,156.98,9272.32,25.8898834299
2011-12-21,103.490505787,94.4504462135,157.16,8642.56,26.0744642124
2011-12-22,104.407309817,94.8469636199,156.04,8660.48,26.1036085464
2011-12-23,105.34078301,93.7922273188,156.31,8880.64,26.2299006607
2011-12-27,105.424128831,94.2362149961,154.91,8803.84,26.346477997
2011-12-28,104.040588205,95.9785308326,151.03,9185.28,26.0356051003
2011-12-29,105.115749294,96.1535579943,150.34,8954.88,26.1133233245
2011-12-30,104.599005205,96.4638334173,151.99,9095.68,26.0744642124
2012-01-03,106.265921622,95.0158814435,155.92,8619.264,26.8516464542
2012-01-04,106.432613264,93.8861606727,156.71,8450.56,27.0556567926
2012-01-05,106.715989055,93.7190892912,157.78,8256,26.6864952278
2012-01-06,106.440947846,94.4589768382,157.2,8130.56,26.803072564
2012-01-09,106.699319891,94.2919054566,156.5,8012.8,26.8322168981
2012-01-10,107.624458503,94.1327898551,158.64,7843.84,27.0265124586
2012-01-11,107.682800577,95.3579799867,159.67,7976.96,26.9487942344
2012-01-12,107.941172622,95.2227317255,160.38,7848.96,26.5699178915
2012-01-13,107.382755622,96.1694695545,159.26,8061.44,26.5116292234
2012-01-17,107.799484726,96.6149932387,160.5,7992.32,26.6962100058
2012-01-18,108.991329965,95.4454935676,161.6,7718.4,26.7059247838
2012-01-19,109.566416129,94.1327898551,161.22,7503.36,26.8225021201
2012-01-20,109.974810651,93.0667153249,162.07,7275.52,26.6282065596
2012-01-23,109.69143486,92.4779875994,163.16,7096.32,26.9390794564
2012-01-24,109.566416129,92.6450589809,162.01,7121.92,26.9876533465
2012-01-25,110.483220159,92.4222971388,166.42,6822.4,27.211093241
2012-01-26,109.916468577,93.6474872705,167.27,6819.84,27.2888114652
2012-01-27,109.866461084,93.9418511333,168.97,6673.92,27.3859592454
2012-01-30,109.49140489,95.0477045638,168.03,6876.16,27.1042306827
2012-01-31,109.44973198,96.1456022142,169.31,6876.16,27.0362272366
2012-02-01,110.40820892,95.0467443011,169.56,6689.28,27.1236602388
2012-02-02,110.583235144,95.0068690098,171.05,6484.992,27.1916636849
2012-02-03,112.133467412,92.9652540962,167.64,6140.6464,27.5122513597
2012-02-06,112.058456173,93.8903608539,167.18,6072.32,27.648258252
2012-02-07,112.341831964,92.7260023485,169.7,6131.2,27.628828696
2012-02-08,112.675215248,92.7977778728,168.5,6266.88,27.7551208103
2012-02-09,112.816903143,92.1039478045,168.02,6571.52,27.9008424806
2012-02-10,111.983444935,93.300206543,167.14,7135.232,27.638543474
2012-02-13,112.816903143,93.4198324168,167.51,6594.56,27.7065469201
2012-02-14,112.675215248,93.9142860287,167.12,6789.12,27.6968321421
2012-02-15,112.150136576,93.7468098053,168.108,7173.12,27.7939799223
2012-02-16,113.391989307,92.9971543292,168,6896.64,27.9202720366
2012-02-17,113.692034263,92.9732291544,167.35,6808.32,27.8716981465
2012-02-21,113.742041755,91.9444466393,171.02,6799.36,28.3088631575
2012-02-22,113.375320143,93.1008300865,172.94,6607.36,28.5711621641
2012-02-23,113.875395069,93.1008300865,173.02,6177.28,28.6585951663
2012-02-24,114.125432531,93.706934514,172.231,6412.8,28.8334611707
2012-02-27,114.317127919,94.5363405727,171.7,6479.36,28.6003064982
2012-02-28,114.650511203,94.2253133007,173.49,6389.76,28.5905917202
2012-02-29,114.20044377,93.6511091062,164.286,6277.12,28.4837291619
2012-03-01,114.792199098,92.7712855268,166.61,6179.84,28.930608951
2012-03-02,114.442146651,93.6425650479,166.34,6214.656,28.6391656103
2012-03-05,113.975410054,92.8991797684,165.65,6192.64,28.503158718
2012-03-06,112.308493636,94.0262477728,162.7,6663.68,28.0368493729
2012-03-07,113.091944352,93.4507236855,163.63,6331.136,28.1631414872
2012-03-08,114.217112934,92.5154970435,165.28,6092.8,28.3962961597
2012-03-09,114.658845785,92.6993450159,166.3799,5975.04,28.4740143839
2012-03-12,114.667180367,92.6833582356,165.07,5701.1456,28.4351552718
2012-03-13,116.734156725,91.0527066548,162.3,5439.744,28.5614473861
2012-03-14,116.609137993,88.7586036954,159.57,5616.512,28.3671518257
2012-03-15,117.284239143,88.8944913272,161.08,5534.208,28.3865813817
2012-03-16,117.445838355,89.0703459094,161.3,5518.6688,28.7363133905
2012-03-19,117.906246132,88.0072250258,161.59,5185.152,28.6877395004
2012-03-20,117.563033062,88.3589341903,160.13,4945.92,28.3380074916
2012-03-21,117.3704989,89.3581079531,160.21,4700.16,28.2700040454
2012-03-22,116.525022801,89.6458699968,159.57,4756.48,28.0465641509
2012-03-23,116.901720073,90.4931693476,161.5329,4428.8,28.3185779356
2012-03-26,118.542445969,90.0295527217,164.4,4011.136,28.4448700498
2012-03-27,118.174119747,90.67701732,163.24,4403.2,28.3282927136
2012-03-28,117.588146213,90.5491230783,161.51,4436.48,28.0562789289
2012-03-29,117.387241001,91.228561237,161.28,4413.44,27.667687808
2012-03-30,117.87276193,89.6858369473,162.12,4295.808,27.9785607048
2012-04-02,118.73498013,90.1814287323,162.94,4297.856,28.3380074916
2012-04-03,118.249459202,88.6187006951,159.89,4377.6,28.2117153773
2012-04-04,117.077512133,89.8368271651,157.21,4475.392,27.7745503663
2012-04-05,117.01891478,90.4859603498,158.31,4572.16,27.8814129245
2012-04-09,115.704659853,92.6016536925,159.37,4859.392,27.7551208103
2012-04-10,113.76257614,93.6514863739,161.1,5248.128,27.3859592454
2012-04-11,114.683391693,92.5295277831,161.065,5130.24,27.4539626916
2012-04-12,116.181809731,92.1448562663,162.7,4687.36,27.8134094784
2012-04-13,114.8005864,93.6354583941,160.85,4938.2144,27.5316809157
2012-04-16,114.725246946,93.4992205652,160.46,4861.696,27.2596671311
2012-04-17,116.424570195,93.4431226356,160.27,4605.44,27.3859592454
2012-04-18,116.031130822,93.7155982934,159.31,4672,27.1236602388
2012-04-19,115.286107329,93.8037521827,159.43,4705.28,27.1333750168
2012-04-20,115.47864149,93.8197801626,159.54,4549.12,27.2402375751
2012-04-23,114.507599633,94.500969307,159.07,4700.16,27.1916636849
2012-04-24,114.942894259,93.8358081424,159.3,4584.96,27.1916636849
2012-04-25,116.51665175,93.3549687464,159.62,4305.92,27.3471001333
2012-04-26,117.328643648,93.9159480418,161.03,4154.88,27.4053888014
2012-04-27,117.521177809,93.9960879411,161.38,4144.64,27.4928218036
2012-04-30,117.085883184,94.0201299109,161.88,4236.8,27.5996843619
2012-05-01,117.814164576,93.5340782158,161.32,4098.56,27.5996843619
2012-05-02,117.462580456,94.1928254814,160.59,4144.64,27.2402375751
2012-05-03,116.566878053,94.1687249717,158.97,4234.24,26.9390794564
2012-05-04,114.683391693,94.9078072697,159.47,4410.88,26.4630553333
2012-05-07,114.767102198,94.9238742762,159.08,4341.76,26.4047666651
2012-05-08,114.306694421,95.4299849803,156,4382.72,26.3047044515
2012-05-09,113.628639332,95.4942530062,154.47,4544,26.1036085464
2012-05-10,113.863028746,95.2130803928,154.77,4405.76,26.1133233245
2012-05-11,113.519815676,96.0003637103,153.56,4474.88,25.919027764
2012-05-14,112.264158102,97.3419587513,151.33,4723.2,25.5790105332
2012-05-15,111.619587215,97.73560041,149.74,4974.08,25.6275844233
2012-05-16,111.19266364,98.0167730234,149.46,5137.92,25.5984400893
2012-05-17,109.543566693,99.7520097231,152.8,5376,25.5401514211
2012-05-18,108.606009039,99.7761102328,154.55,5724.16,25.5207218651
2012-05-21,110.472753298,99.5672391486,154.65,5094.4,25.8607390959
2012-05-22,110.665287459,98.4586157015,152.08,5276.16,25.491577531
2012-05-23,110.723884812,99.1414634769,151.62,5189.12,25.2098489684
2012-05-24,110.941532125,98.7638888246,151.41,5227.776,25.2195637464
2012-05-25,110.581576954,99.1334299736,152.68,5173.76,25.3069967486
2012-05-29,111.920945032,98.8281568505,151.02,4920.32,25.2001341903
2012-05-30,110.296961237,101.334609861,151.91,5260.8,24.7338248453
2012-05-31,110.054200773,102.507501334,151.62,5329.92,24.5200997288
2012-06-01,107.283383062,104.935749798,157.5,5780.48,24.0149312716
2012-06-04,107.233156759,104.106631799,157.32,5547.52,24.1509381639
2012-06-05,108.045148656,102.714035549,157.14,5419.52,24.0635051617
2012-06-06,110.472753298,100.661364776,157.21,5030.4,24.5103849507
2012-06-07,110.539721702,100.814308873,154.5,4981.76,24.3452337244
2012-06-08,111.418682003,100.790159805,154.73,4710.4,24.4229519485
2012-06-11,110.00397447,101.248992095,155.36,5105.92,23.9760721595
2012-06-12,111.268003094,100.323277825,156.4594,5017.088,24.0927466436
2012-06-13,110.556463803,101.31338961,157.12,5274.88,23.9080687133
2012-06-14,111.728410871,101.184594581,157.75,4947.968,24.189797276
2012-06-15,112.865417175,101.748072832,157.84,4733.44,24.1509381639
2012-06-18,113.084181216,102.295451705,157.93,4344.32,24.17036772
2012-06-19,114.178001421,100.95920328,157.16,4257.28,24.3743780584
2012-06-20,113.992893386,101.458284017,155.97,4078.08,23.9760721595
2012-06-21,111.435036906,101.997613201,152.015,4531.2,23.4611889243
2012-06-22,112.293265067,100.637215708,152.64,4067.84,23.6943435969
2012-06-25,110.49266873,102.102259162,153.76,4387.84,23.9372130474
2012-06-26,111.047992834,101.699774696,152.62,4267.52,24.1023642738
2012-06-27,112.049259022,101.860768482,152.83,4303.36,24.2383711661
2012-06-28,111.729526962,102.110308851,151.05,4162.56,23.9760721595
2012-06-29,114.514561484,100.782110115,155.19,3893.76,25.0155534079
2012-07-02,114.859535549,101.819569368,155.09,3639.424,24.9669795178
2012-07-03,115.616795691,101.037086542,157.46,3558.4,25.6664435354
2012-07-05,115.095127593,101.55336387,155.68,3686.4,25.7635913156
2012-07-06,114.001307388,102.497183361,153.71,3650.304,25.1709898563
2012-07-09,113.858269361,103.400668686,154.04,3619.84,25.6178696453
2012-07-10,112.865417175,103.610406351,152.15,3719.68,25.2875671925
2012-07-11,112.882245178,103.739475683,152.99,3599.36,25.5692957552
2012-07-12,112.335335075,104.473557509,152.59,3620.352,25.6275844233
2012-07-13,114.220071429,104.199285178,154.14,3417.6,25.93845732
2012-07-16,113.950823378,104.683295174,154.21,3372.8,26.2590449948
2012-07-17,114.733325525,103.860478182,153.47,3251.2,26.2881893289
2012-07-18,115.583139685,103.916946014,153.05,3289.6,26.5213440014
2012-07-19,115.886043741,103.650740517,153.38,3212.8,26.8419316761
2012-07-20,114.825879542,104.917233338,153.67,3379.2,26.8419316761
2012-07-23,113.664747325,105.506112166,153.03,3599.36,26.2784745508
2012-07-24,112.688723142,106.336995991,153.52,3752.96,26.1230381025
2012-07-25,112.713965146,106.611268322,155.67,3699.2,26.3173336629
2012-07-26,114.573459495,105.635181498,156.77,3417.6,26.365907553
2012-07-27,116.685373891,103.642673684,157.54,3325.44,26.6379213377
2012-07-30,116.685373891,104.417089676,157.43,3394.56,26.793357786
2012-07-31,115.869215738,104.626827341,156.49,3491.84,26.4727701113
2012-08-01,115.768247719,104.104511988,155.14,3415.04,26.5116292234
2012-08-02,114.968917569,104.694636959,154.13,3335.68,26.2881893289
2012-08-03,117.249111997,103.005101083,155.55,3113.216,26.7350691179
2012-08-06,117.47629004,103.045520602,156.3,3036.16,26.8905055663
2012-08-07,118.06527015,101.719760393,156.28,3128.32,27.0945159047
2012-08-08,118.208308177,101.178138845,156.48,2997.76,27.1722341289
2012-08-09,118.309276196,101.105383711,156.99,2977.28,27.3956740234
2012-08-10,118.502798232,101.614669645,157.18,2923.52,27.2499523531
2012-08-13,118.443900221,101.444907667,155.99,2849.28,27.0362272366
2012-08-14,118.460728224,100.070644036,155.13,3007.488,27.0653715707
2012-08-15,118.59535225,98.6640447905,155.63,3008,27.2985262432
2012-08-16,119.470408414,97.8233188046,156.56,2946.56,27.4053888014
2012-08-17,119.630274444,98.3002691235,156.72,2867.2,27.4442479135
2012-08-20,119.638688445,98.5023667163,157.26,2867.2,27.5705400278
2012-08-21,119.276886378,98.9388975167,158.83,2944,27.8231242564
2012-08-22,119.327370387,100.571846066,160.54,2969.6,27.9688459267
2012-08-23,118.351346204,100.992209059,161.89,3023.36,27.8328390344
2012-08-24,119.066536338,100.895202215,161.97,2900.48,27.7065469201
2012-08-27,119.091778343,101.485327186,161.36,2928.64,27.5802548058
2012-08-28,118.973982321,101.727844297,161.64,2979.84,27.5996843619
2012-08-29,119.066536338,101.283229593,160.59,2984.96,27.648258252
2012-08-30,118.208308177,101.808683334,160.52,3051.52,27.6774025861
2012-08-31,118.772046283,103.247618195,164.22,2946.56,27.9688459267
2012-09-04,118.662664262,103.143929195,164.48,2926.08,27.9785607048
2012-09-05,118.561696243,102.657859783,164.31,2846.72,27.8425538125
2012-09-06,120.968100695,100.948515685,164.89,2553.6,27.8328390344
2012-09-07,121.439284783,100.478648587,168.44,2408.96,28.1437119312
2012-09-10,120.749336654,100.721683293,167.29,2542.08,28.1825710432
2012-09-11,121.085896717,100.089793057,167.9,2524.16,28.2408597114
2012-09-12,121.489768793,98.8422149003,167.92,2452.48,28.3865813817
2012-09-13,123.34084914,98.4533593708,171.31,2270.7456,28.5808769422
2012-09-14,123.887759243,95.8366857037,171.8,2350.08,28.8820350609
2012-09-17,123.467059164,96.9870499784,170.4,2321.92,28.085423263
2012-09-18,123.366091145,97.4731193902,171.72,2268.16,27.8814129245
2012-09-19,123.433403157,98.1131107825,171.74,2265.6,27.4733922476
2012-09-20,123.441817159,98.3561454884,171.47,2240.256,27.628828696
2012-09-21,123.390870379,98.4695616845,171.96,2225.92,27.8134094784
2012-09-24,123.204773228,99.2391715866,171.05,2193.92,27.5219661377
2012-09-25,121.893634206,100.219411567,170.77,2366.72,27.5511104718
2012-09-26,121.20845833,101.29686543,169.81,2449.92,27.3568149113
2012-09-27,122.350418123,100.575862469,172.34,2234.88,27.6968321421
2012-09-28,121.783667708,100.632570567,171.89,2304,27.8619833685
2012-10-01,122.105108242,101.004966166,172.295,2325.76,27.9008424806
2012-10-02,122.231992663,100.866959059,172.1,2273.28,27.7551208103
2012-10-03,122.731071388,100.89943132,172.41,2273.28,27.2790966872
2012-10-04,123.610803377,99.6411312269,173.61,2214.4,27.8716981465
2012-10-05,123.619262338,98.3503588735,172.62,2183.68,27.7259764762
2012-10-08,123.196314266,99.1784015153,172.05,2209.28,27.648258252
2012-10-09,121.978223821,98.9998040827,170.99,2302.528,27.8522685905
2012-10-10,121.199999369,99.6979576827,170.84,2275.2,27.8036947004
2012-10-11,121.26767106,100.387993217,171.32,2240.64,28.1242823751
2012-10-12,120.870099873,100.639653236,170.06,2264.3392,27.7356912542
2012-10-15,121.876716283,100.412347413,168.35,2190.08,27.5996843619
2012-10-16,123.111724652,99.0241582781,169.42,2136.9536,27.6191139179
2012-10-17,123.670016107,98.10681692,169.54,2110.72,27.628828696
2012-10-18,123.348575572,97.5060801015,168.7891,2104,27.6191139179
2012-10-19,121.293047945,98.8293247153,166.97,2239.36,27.2036128619
2012-10-22,121.309965868,98.1961156363,167.58,2211.2,27.0750863487
2012-10-23,119.626632543,99.6005409013,165.4258,2384.64,26.7447838959
2012-10-24,119.288274086,98.6182550223,164.8603,2398.0736,26.6670656717
2012-10-25,119.635091504,98.1149349852,166.02,2334.72,26.7350691179
2012-10-26,119.567419813,99.5599505757,165.93,2323.2,26.793357786
2012-10-31,119.567419813,100.144451264,166.83,2368.64,26.77392823
2012-11-01,120.819346105,99.543351568,166.07,2179.2,26.8225021201
2012-11-02,119.745058003,99.4701280155,162.6,2235.3088,26.365907553
2012-11-05,119.990367884,100.031508584,163.23,2275.8336,26.5893474476
2012-11-06,120.929312603,99.0877383528,166.3,2197.12,27.0671202307
2012-11-07,118.1886091,100.885783363,166.49,2364.8,26.5602031135
2012-11-08,116.76750358,102.382798213,167.99,2380.1536,26.5990622256
2012-11-09,116.869011117,102.496701516,167.82,2379.52,26.8127873421
2012-11-12,116.962059693,102.667556472,167.45,2226.56,26.6864952278
2012-11-13,116.556029544,103.009266383,167.1,2230.4,26.6379213377
2012-11-14,114.982662718,103.106897787,167.14,2304,26.7156395618
2012-11-15,114.788106605,102.90349903,166.09,2324.48,26.6087770036
2012-11-16,115.354857021,102.814003577,165.88,2219.5136,26.7253543399
2012-11-19,117.689530376,102.236351108,167.87,2028.8,27.230522797
2012-11-20,117.740284144,101.211221374,167.39,1994.24,27.0459420146
2012-11-21,117.960217141,101.154269722,167.56,2005.76,27.1625193509
2012-11-23,119.567419813,101.056638318,169.61,1920,27.2596671311
2012-11-26,119.31365097,101.536659384,169.43,1903.36,27.220808019
2012-11-27,118.704605747,101.935320948,168.71,1943.04,27.1819489069
2012-11-28,119.660468389,101.788873843,166.55,1884.16,27.0945159047
2012-11-29,120.218759843,101.805145743,167.1817,1862.4,27.2790966872
2012-11-30,120.244136727,101.528523434,166.05,1895.68,27.2985262432
2012-12-03,119.652009427,101.621942856,166.1267,1935.3792,27.3665296894
2012-12-04,119.482830199,102.208881721,164.42,1962.88,27.1236602388
2012-12-05,119.694304234,102.159970148,164.12,1930.2464,27.0945159047
2012-12-06,120.100334383,102.380072223,164.5,1954.5472,26.8516464542
2012-12-07,120.464069725,101.434448496,165.165,1884.16,26.8225021201
2012-12-10,120.514823493,101.882804574,165.8,1912.32,26.7639220086
2012-12-11,121.335342752,101.108371349,165.65,1846.8288,26.7156395618
2012-12-12,121.394555482,99.9344936203,165.77,1892.6912,26.8419316761
2012-12-13,120.650166876,100.007860978,164.37,1928.1152,26.5990622256
2012-12-14,120.20184192,100.757838416,164.13,1941.3312,26.764213452
2012-12-17,121.614488479,99.2497316117,164.44,1874.56,26.7447838959
2012-12-18,122.967922308,98.238892456,162.08,1801.7856,26.8127873421
2012-12-19,122.054354473,98.564969603,161.69,1906.56,26.9099351223
2012-12-20,122.756448272,98.5812734604,159.73,1949.44,26.783643008
2012-12-21,121.649872315,99.6573280454,160.33,2082.56,26.7350691179
2012-12-24,121.275014525,99.4779856146,160.62,2045.44,26.6476361157
2012-12-26,120.763844811,99.8352438887,160.78,2159.36,26.9196499003
2012-12-27,120.601974402,100.170206655,161.16,2157.44,26.9196499003
2012-12-28,119.298491633,100.742094304,160.54,2267.52,26.8419316761
2012-12-31,121.326131496,99.0019218857,162.0204,2035.84,26.9876533465
2013-01-02,124.435747253,97.6784104692,163.17,1795.1936,27.0848011267
2013-01-03,124.154603911,96.3548990527,161.2,1800.3392,26.8613612322
2013-01-04,124.699851605,96.7307109364,160.44,1763.2,26.7447838959
2013-01-07,124.359071796,96.7715600542,159.43,1761.28,26.793357786
2013-01-08,124.001252997,97.4088062917,160.56,1739.52,26.8613612322
2013-01-09,124.31647432,97.3189382326,160.49,1743.36,26.8225021201
2013-01-10,125.304735766,97.0493340552,161.98,1700.48,26.9196499003
2013-01-11,125.296216271,97.9153353524,161.06,1693.44,26.803072564
2013-01-14,125.211021319,97.6457311749,161.54,1665.92,26.9779385685
2013-01-15,125.296216271,98.0950714707,162.558,1666.56,26.8613612322
2013-01-16,125.27917728,98.2993170597,162.65,1631.36,26.8905055663
2013-01-17,126.088529327,97.3189382326,163.35,1640.32,27.0070829025
2013-01-18,126.369672669,98.070562,163.09,1534.72,27.1819489069
2013-01-22,127.051232287,98.2584679419,163.67,1491.2,27.2596671311
2013-01-23,127.255700173,98.1114111178,163.21,1450.88,27.2888114652
2013-01-24,127.289778154,97.7682785283,161.42,1459.2,27.2693819091
2013-01-25,128.005415752,96.4284274647,160.65,1468.8,27.211093241
2013-01-28,127.852064838,96.0771250517,160.29,1508.48,27.201378463
2013-01-29,128.354715057,95.5460865203,160.99,1463.04,27.3568149113
2013-01-30,127.852064838,95.3826900492,162.19,1553.28,27.667687808
2013-01-31,127.536843515,95.848369992,161.2,1557.76,27.65797303
2013-02-01,128.84884578,94.6067063188,161.45,1477.76,27.7648355883
2013-02-04,127.400531591,95.8185630382,162,1579.52,27.667687808
2013-02-05,128.68697537,94.9669880462,161.96,1514.944,27.7745503663
2013-02-06,128.780689818,95.7448690485,162.39,1507.2,27.7356912542
2013-02-07,128.610299913,95.5319753005,161.84,1501.44,27.628828696
2013-02-08,129.325937512,95.9004452489,161.57,1471.36,27.7356912542
2013-02-11,129.300379027,95.8267512593,159.7,1446.4,27.638543474
2013-02-12,129.513366407,95.589292848,159.89,1431.68,27.6871173641
2013-02-13,129.624119845,94.8114118458,159.05,1439.36,27.6968321421
2013-02-14,129.743392778,95.6711750588,158.348,1418.24,27.65797303
2013-02-15,129.590041864,95.3927755422,155.76,1405.76,27.5413956938
2013-02-19,130.56126432,94.9178587198,155.33,1345.28,27.4345331355
2013-02-20,128.934040732,95.2044464574,151.44,1461.12,27.1236602388
2013-02-21,128.150247171,95.7612454906,152.62,1489.28,26.8127873421
2013-02-22,129.402612969,95.8267512593,152.97,1438.72,26.8127873421
2013-02-25,126.940478849,97.7100421069,154.34,1635.84,26.6864952278
2013-02-26,127.809467362,97.1450548526,156.22,1595.52,26.6379213377
2013-02-27,129.41965196,96.8584671149,154.57,1489.28,26.4727701113
2013-02-28,129.164067103,97.0386079786,153,1534.08,26.356192775
2013-03-01,129.590041864,97.5658090491,152.44,1556.992,26.1716119926
2013-03-04,130.280120977,97.0488497581,152.3,1475.84,26.0744642124
2013-03-05,131.447291823,96.769855855,152.38,1425.92,26.3173336629
2013-03-06,131.626201223,95.8918456306,153.23,1432.96,26.1716119926
2013-03-07,131.864747089,95.1533323577,152.69,1403.392,26.346477997
2013-03-08,132.427033774,94.1604422908,152.71,1384.32,26.4241962212
2013-03-11,132.929683992,94.2507050242,152.99,1326.72,26.4436257772
2013-03-12,132.631501659,94.9317783758,154.19,1347.2,26.5019144454
2013-03-13,132.818930554,94.8333099395,153.66,1339.52,26.365907553
2013-03-14,133.526048658,94.5461103333,153.68,1313.92,26.5602031135
2013-03-15,133.350308511,94.9892182971,154.001,1312.64,26.6184917816
2013-03-18,132.61437021,95.7113201639,155.38,1380.96,26.4630553333
2013-03-19,132.306303015,96.3595707034,156.08,1381.12,26.2687597728
2013-03-20,133.230504601,95.2846236062,155.37,1308.288,26.4533405552
2013-03-21,132.092367463,96.2036623458,156.246,1345.28,26.336763219
2013-03-22,133.153487802,96.2775136731,155.55,1340.8,26.3853371091
2013-03-25,132.597255366,96.1872509397,155.24,1323.52,26.4047666651
2013-03-26,133.658375706,96.3021307822,154.72,1288.96,26.6476361157
2013-03-27,133.658375706,97.1227010853,155.36,1301.76,26.783643008
2013-03-28,134.069131967,96.6303589034,154.47,1296,26.5310587794
2013-04-01,133.538571797,97.3566694753,154.67,1300.48,26.5310587794
2013-04-02,134.197493298,96.9619469367,152.43,1260.16,26.4047666651
2013-04-03,132.836863185,97.8336258762,150.73,1304.96,25.9578868761
2013-04-04,133.375980777,99.0013467196,150.29,1281.92,25.928742542
2013-04-05,132.77696123,100.999629571,152.81,1287.168,25.909312986
2013-04-08,133.67549055,100.226631267,152.16,1251.2,25.9870312102
2013-04-09,134.137591343,99.97992968,153.34,1234.56,26.1521824365
2013-04-10,135.780616386,98.606624181,150.75,1202.56,26.0938937684
2013-04-11,136.225602335,98.7957620641,151.05,1196.8,25.9870312102
2013-04-12,135.891862873,100.267748198,143.95,1174.4,25.6664435354
2013-04-15,132.742731542,101.139427137,131.31,1313.28,24.8989760716
2013-04-16,134.702381202,100.308865129,132.8,1209.6,25.1612750782
2013-04-17,132.73417412,100.974959413,132.87,1348.48,24.7921135134
2013-04-18,131.904104176,101.221660999,134.3,1410.56,25.05441252
2013-04-19,133.050798737,101.007852958,135.47,1308.16,24.9961238519
2013-04-22,133.641260862,101.081863434,137.9,1279.36,25.073842076
2013-04-23,135.019005819,100.728257826,136.88,1214.72,24.9184056277
2013-04-24,135.10458004,100.983182799,138.3699,1218.56,25.1904194123
2013-04-25,135.652255054,100.547343329,141.63,1232,25.5207218651
2013-04-26,135.412647236,101.468362586,140.91,1231.3664,25.3750001947
2013-04-29,136.319733978,101.098310206,142.3,1225.728,25.7150174255
2013-04-30,136.644916017,101.15587391,142.77,1214.08,25.5207218651
2013-05-01,135.446876924,102.19248684,141.11,1265.28,25.064127298
2013-05-02,136.704817972,102.060636199,141.92,1223.04,25.3847149728
2013-05-03,138.091120351,99.6543620152,142.09,1196.032,25.6664435354
2013-05-06,138.441974657,99.4071420648,142.15,1176.32,25.6955878695
2013-05-07,139.143683269,99.0198308091,140.38,1164.16,25.6081548673
2013-05-08,139.776932504,99.1764034444,142.46,1171.84,25.7247322036
2013-05-09,139.383291088,98.9209428289,140.81,1193.088,25.7150174255
2013-05-10,139.836834459,97.8578970421,139.6,1181.44,25.5984400893
2013-05-13,139.948080946,97.1079965258,138.43,1176.32,25.481862753
2013-05-14,141.39428528,96.053191404,137.81,1164.8,25.3944297508
2013-05-15,142.155895847,96.6959632751,134.63,1174.4,25.3361410827
2013-05-16,141.488416923,97.7013244068,134.09,1184.64,25.3069967486
2013-05-17,142.857604458,96.4652246547,131.07,1153.92,25.4332888629
2013-05-20,142.849047036,96.3498553445,135.12,1169.28,25.5984400893
2013-05-21,143.054425167,97.1079965258,132.88,1179.52,25.4527184189
2013-05-22,141.993304827,95.6658801484,131.94,1192.32,25.3361410827
2013-05-23,141.582548566,96.1191167241,134.61,1201.92,25.4527184189
2013-05-24,141.462744657,96.2509673644,133.76,1198.72,25.3555706387
2013-05-28,142.309929444,93.8117305202,133.49,1169.28,25.5887253112
2013-05-29,141.385727858,94.866535642,134.83,1187.04,25.4235740849
2013-05-30,141.907730606,94.6357970216,136.7,1186.4,25.4235740849
2013-05-31,139.871064147,94.3144110861,133.92,1225.056,25.1224159662
2013-06-03,140.641232136,94.8130372447,136.51,1223.04,25.4332888629
2013-06-04,139.96519579,93.9374333113,135.23,1237.76,25.5304366431
2013-06-05,138.00554613,95.2343183825,135.52,1290.24,25.4138593068
2013-06-06,139.254929756,95.1764954813,136.53,1276.16,25.5110070871
